## Generation 0 
{'pos_end_effector': array([ 1.29026789, -3.52674869]), 'dist_end_effector': -4.823258142602211, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.43292157,  0.2286689 ]), 'dist_end_effector': -0.48960244417157156, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212653,  0.29753674]), 'dist_end_effector': -0.47645174539556295, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.25533848,  0.48027525]), 'dist_end_effector': -0.5439320340555969, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37210295,  0.29756213]), 'dist_end_effector': -0.4764491876598462, 'collision': False}
{'pos_end_effector': array([-2.37209292,  0.29766126]), 'dist_end_effector': -0.47650326590826975, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.476445450364409, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.4764485722461197, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37197421,  0.29784377]), 'dist_end_effector': -0.4765246325143805, 'collision': False}
{'pos_end_effector': array([-2.37210295,  0.29756213]), 'dist_end_effector': -0.4764491876598462, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37210295,  0.29756213]), 'dist_end_effector': -0.4764491876598462, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-1.99641756,  1.10304082]), 'dist_end_effector': -1.10304664163849, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.3721138 ,  0.29758744]), 'dist_end_effector': -0.4764734721541439, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.4764485722461198, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37211521,  0.2975543 ]), 'dist_end_effector': -0.4764538705535355, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37213535,  0.29758898]), 'dist_end_effector': -0.4764912612256044, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.3720428 ,  0.29763534]), 'dist_end_effector': -0.47644794067751656, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.371961  ,  0.29779569]), 'dist_end_effector': -0.4764842715052179, 'collision': False}
{'pos_end_effector': array([-2.4392551 ,  0.41516176]), 'dist_end_effector': -0.6044041097240437, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37214733,  0.29751207]), 'dist_end_effector': -0.47645258634666915, 'collision': False}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.38330597,  1.3831763 ]), 'dist_end_effector': -1.4353049000223126, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611975, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37173759,  0.29801732]), 'dist_end_effector': -0.4764484822400341, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37198335,  0.29775459]), 'dist_end_effector': -0.4764760301429792, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37211275,  0.29756554]), 'dist_end_effector': -0.47645897450855146, 'collision': False}
{'pos_end_effector': array([-2.37211346,  0.29754808]), 'dist_end_effector': -0.4764486258559698, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212221,  0.2975423 ]), 'dist_end_effector': -0.47645184706546173, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.83259816, -0.0235944 ]), 'dist_end_effector': -0.8329324051041336, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37206457,  0.29761537]), 'dist_end_effector': -0.47645246623303866, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611875, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.97092021,  2.29098576]), 'dist_end_effector': -2.291170309843277, 'collision': False}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37188634,  0.29785275]), 'dist_end_effector': -0.4764616513634431, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37187723,  0.29788681]), 'dist_end_effector': -0.47647584124900333, 'collision': False}
{'pos_end_effector': array([-2.37210295,  0.29756213]), 'dist_end_effector': -0.4764491876598462, 'collision': False}
{'pos_end_effector': array([-2.37218254,  0.2974626 ]), 'dist_end_effector': -0.476449202807016, 'collision': False}
{'pos_end_effector': array([-2.4022093 ,  0.44707541]), 'dist_end_effector': -0.6013723869532795, 'collision': False}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': array([-2.37210295,  0.29756213]), 'dist_end_effector': -0.4764491876598462, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.89790231,  1.45374293]), 'dist_end_effector': -1.4573237279558673, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194749,  0.29775658]), 'dist_end_effector': -0.4764492783603496, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.4598643,  1.5070357]), 'dist_end_effector': -1.5756369392670244, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37209961,  0.29756532]), 'dist_end_effector': -0.47644857224611953, 'collision': False}
{'pos_end_effector': array([-2.37172964,  0.29802839]), 'dist_end_effector': -0.47644920458997814, 'collision': False}
{'pos_end_effector': array([-2.37200117,  0.29769025]), 'dist_end_effector': -0.4764497394877984, 'collision': False}
## Generation 48 
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37197598,  0.29777945]), 'dist_end_effector': -0.476485817964014, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37210634,  0.29755681]), 'dist_end_effector': -0.47644850774989084, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37200014,  0.29768889]), 'dist_end_effector': -0.4764480911090359, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.4764482731291235, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.8203284 , -0.01937356]), 'dist_end_effector': -0.820557139488375, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37214846,  0.29752643]), 'dist_end_effector': -0.47646242965920194, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.42308148,  0.3042173 ]), 'dist_end_effector': -0.5211008543799011, 'collision': False}
{'pos_end_effector': array([-2.37209902,  0.29758088]), 'dist_end_effector': -0.47645782957439126, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912413, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.3721152 ,  0.29755227]), 'dist_end_effector': -0.47645259340426743, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-1.54724841,  1.76375915]), 'dist_end_effector': -1.8209421615098558, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37208028,  0.29759016]), 'dist_end_effector': -0.4764489916662436, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.78059359,  0.42667329]), 'dist_end_effector': -0.8895934125176345, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.3721077 ,  0.29757554]), 'dist_end_effector': -0.4764612678331704, 'collision': False}
{'pos_end_effector': array([-2.37980569,  0.33097218]), 'dist_end_effector': -0.5037806511574822, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912397, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.4764482731291242, 'collision': False}
{'pos_end_effector': array([-2.35339686,  0.32156088]), 'dist_end_effector': -0.4777977987166611, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.4764482731291247, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.4764478220264084, 'collision': False}
{'pos_end_effector': array([-2.91852334,  0.57378834]), 'dist_end_effector': -1.0830134718882534, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912436, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.476445450364409, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37199677,  0.29777145]), 'dist_end_effector': -0.4764970399920014, 'collision': False}
{'pos_end_effector': array([-2.37205571,  0.29762239]), 'dist_end_effector': -0.47644993434602445, 'collision': False}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37208277,  0.29758534]), 'dist_end_effector': -0.4764479191542553, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.22460441,  1.99587063]), 'dist_end_effector': -2.0084687520882127, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.4764482731291235, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37210724,  0.29758594]), 'dist_end_effector': -0.47646740585494185, 'collision': False}
{'pos_end_effector': array([-2.37201729,  0.29767442]), 'dist_end_effector': -0.47645243454573505, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.4764482731291242, 'collision': False}
{'pos_end_effector': array([-2.40316185,  1.25419042]), 'dist_end_effector': -1.317396331529624, 'collision': False}
{'pos_end_effector': array([-2.37212454,  0.29753367]), 'dist_end_effector': -0.47644827312912424, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.38395735,  1.71463997]), 'dist_end_effector': -1.757103712115504, 'collision': False}
{'pos_end_effector': array([-2.37193997,  0.29776364]), 'dist_end_effector': -0.47644782202640756, 'collision': False}
{'pos_end_effector': array([-1.8654939 ,  1.23983246]), 'dist_end_effector': -1.2471072164341448, 'collision': False}
{'pos_end_effector': array([-2.37205809,  0.29773994]), 'dist_end_effector': -0.4765252304258919, 'collision': False}
{'pos_end_effector': array([-2.37194138,  0.29775808]), 'dist_end_effector': -0.47644545036440894, 'collision': False}
{'pos_end_effector': array([-2.37214599,  0.29751792]), 'dist_end_effector': -0.4764551914677413, 'collision': False}
