## Generation 0 
{'pos_end_effector': array([-1.99999970e+00,  2.67968138e-07]), 'dist_end_effector': -3.997959857008079e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.93242615e-07]), 'dist_end_effector': -4.6805304573532947e-07, 'collision': False}
{'pos_end_effector': array([-2.50258901, -0.27337392]), 'dist_end_effector': -0.5721267433872008, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.06051536,  0.21200401]), 'dist_end_effector': -0.9631080398552276, 'collision': False}
{'pos_end_effector': array([-2.12971764, -0.1209083 ]), 'dist_end_effector': -0.17732874068042087, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.15923009e-07]), 'dist_end_effector': -3.8835796789975863e-07, 'collision': False}
{'pos_end_effector': array([-1.02093234, -1.61375095]), 'dist_end_effector': -1.8875289696684316, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  2.40877338e-07]), 'dist_end_effector': -4.2282917963680214e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.52640452e-07]), 'dist_end_effector': -4.1861127694103967e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.80611601e-07]), 'dist_end_effector': -4.212413348519306e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  2.17687742e-07]), 'dist_end_effector': -4.111720008200397e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999962e+00,  2.78562117e-07]), 'dist_end_effector': -4.743157904505133e-07, 'collision': False}
{'pos_end_effector': array([-1.99999972e+00,  3.85713680e-07]), 'dist_end_effector': -4.7482721230727906e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  3.50748827e-07]), 'dist_end_effector': -4.6765075450524114e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  3.25371008e-07]), 'dist_end_effector': -4.1748286990191e-07, 'collision': False}
{'pos_end_effector': array([-1.99999959e+00,  2.43825712e-07]), 'dist_end_effector': -4.777670297926518e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  3.67824335e-07]), 'dist_end_effector': -4.851106766863359e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  3.89935631e-07]), 'dist_end_effector': -4.672799449599328e-07, 'collision': False}
{'pos_end_effector': array([-1.90036851, -0.36446671]), 'dist_end_effector': -0.37783914061440615, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.31282036e-07]), 'dist_end_effector': -4.149911686269517e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-2.07597286,  0.12910982]), 'dist_end_effector': -0.14980394224390847, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999958e+00,  1.71061831e-07]), 'dist_end_effector': -4.4962320321629155e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.71415220e-07]), 'dist_end_effector': -4.7584720116913355e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999959e+00,  2.43825712e-07]), 'dist_end_effector': -4.777670297926518e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.86730067,  0.71637039]), 'dist_end_effector': -0.7285572406433328, 'collision': False}
{'pos_end_effector': array([-1.99999977e+00,  4.05197575e-07]), 'dist_end_effector': -4.672418716761377e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  3.70704428e-07]), 'dist_end_effector': -4.7559108177357956e-07, 'collision': False}
{'pos_end_effector': array([-1.30351205,  0.18953622]), 'dist_end_effector': -0.7218167691437002, 'collision': False}
{'pos_end_effector': array([-1.99999977e+00,  4.05197575e-07]), 'dist_end_effector': -4.672418716761377e-07, 'collision': False}
{'pos_end_effector': array([-1.99999977e+00,  4.05197575e-07]), 'dist_end_effector': -4.672418716761377e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.76765602e-07]), 'dist_end_effector': -4.7517916383497954e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.86247364, -0.14105037]), 'dist_end_effector': -0.19699925065767565, 'collision': False}
{'pos_end_effector': array([-1.99999966e+00,  3.50099711e-07]), 'dist_end_effector': -4.893503404924937e-07, 'collision': False}
{'pos_end_effector': array([-2.19994324, -0.03487522]), 'dist_end_effector': -0.20296202057161686, 'collision': False}
{'pos_end_effector': array([-2.38612668,  0.0540808 ]), 'dist_end_effector': -0.38989556258163727, 'collision': False}
{'pos_end_effector': array([-1.99999962e+00,  2.77140112e-07]), 'dist_end_effector': -4.692911970948531e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  3.10885672e-07]), 'dist_end_effector': -4.778317111973509e-07, 'collision': False}
{'pos_end_effector': array([-1.99999962e+00,  2.77140112e-07]), 'dist_end_effector': -4.692911970948531e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.40500235,  0.65049665]), 'dist_end_effector': -0.8815713745598995, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.68182709e-07]), 'dist_end_effector': -4.1940095949575334e-07, 'collision': False}
{'pos_end_effector': array([-2.08673551, -0.21811545]), 'dist_end_effector': -0.2347283506130039, 'collision': False}
{'pos_end_effector': array([-1.99999958e+00,  1.63539369e-07]), 'dist_end_effector': -4.497408093767456e-07, 'collision': False}
{'pos_end_effector': array([-1.99999971e+00,  2.70887798e-07]), 'dist_end_effector': -3.974978760213887e-07, 'collision': False}
{'pos_end_effector': array([-1.99999967e+00,  2.46673335e-07]), 'dist_end_effector': -4.1029978415929246e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  3.93399277e-07]), 'dist_end_effector': -4.5950370148807085e-07, 'collision': False}
{'pos_end_effector': array([-2.13558246,  0.08224189]), 'dist_end_effector': -0.15857594545573844, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999981e+00,  4.28531060e-07]), 'dist_end_effector': -4.700818469652805e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.71415220e-07]), 'dist_end_effector': -4.7584720116913355e-07, 'collision': False}
{'pos_end_effector': array([-1.99999957e+00,  2.11540612e-07]), 'dist_end_effector': -4.800042042093176e-07, 'collision': False}
{'pos_end_effector': array([-1.99999967e+00,  1.65174873e-07]), 'dist_end_effector': -3.6857791287735676e-07, 'collision': False}
{'pos_end_effector': array([-1.99999967e+00,  2.56246664e-07]), 'dist_end_effector': -4.176626817633508e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.27219670e-07]), 'dist_end_effector': -3.83847280202205e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.99999957e+00,  2.11540612e-07]), 'dist_end_effector': -4.800042042093176e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.03169509e-07]), 'dist_end_effector': -4.057748206781375e-07, 'collision': False}
{'pos_end_effector': array([-2.55013752,  0.05981139]), 'dist_end_effector': -0.5533793368127335, 'collision': False}
{'pos_end_effector': array([-2.82704844, -1.15748572]), 'dist_end_effector': -1.422597034011825, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.77129988e-07]), 'dist_end_effector': -4.197794295939659e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.99999966e+00,  2.71893570e-07]), 'dist_end_effector': -4.3324334821293466e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.31203985e-07]), 'dist_end_effector': -4.268034439054042e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999978e+00,  4.09168582e-07]), 'dist_end_effector': -4.664746273012807e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  2.32140610e-07]), 'dist_end_effector': -3.404113240371548e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.8584353 ,  0.73906523]), 'dist_end_effector': -0.7525011442371657, 'collision': False}
{'pos_end_effector': array([-2.6271306 , -0.03429328]), 'dist_end_effector': -0.6280675278742948, 'collision': False}
{'pos_end_effector': array([-2.05040936,  0.09040057]), 'dist_end_effector': -0.10350538998812628, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999958e+00,  2.23018098e-07]), 'dist_end_effector': -4.778027163895966e-07, 'collision': False}
{'pos_end_effector': array([-1.99999962e+00,  1.65804973e-07]), 'dist_end_effector': -4.1681829451804493e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.27219670e-07]), 'dist_end_effector': -3.83847280202205e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  3.11013487e-07]), 'dist_end_effector': -4.7476255451665854e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.36573929e-07]), 'dist_end_effector': -3.8294201704612875e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.93242615e-07]), 'dist_end_effector': -4.6805304573532947e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.02698406e-07]), 'dist_end_effector': -4.4168170833849916e-07, 'collision': False}
{'pos_end_effector': array([-1.99999955e+00,  9.14075318e-08]), 'dist_end_effector': -4.576241602584504e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.71415220e-07]), 'dist_end_effector': -4.7584720116913355e-07, 'collision': False}
{'pos_end_effector': array([-1.99999956e+00,  1.19339835e-07]), 'dist_end_effector': -4.5347817261113427e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.67968138e-07]), 'dist_end_effector': -3.997959857008079e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999973e+00,  2.59292249e-07]), 'dist_end_effector': -3.7430692442371715e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  3.70704428e-07]), 'dist_end_effector': -4.7559108177357956e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  2.87396007e-07]), 'dist_end_effector': -4.913758956241095e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  3.18902257e-07]), 'dist_end_effector': -4.775636410125966e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
## Generation 56 
{'pos_end_effector': array([-1.07030661, -2.3481643 ]), 'dist_end_effector': -2.5255109165243868, 'collision': False}
{'pos_end_effector': array([-1.99999972e+00,  2.81561100e-07]), 'dist_end_effector': -3.941497018708646e-07, 'collision': False}
{'pos_end_effector': array([-1.99999973e+00,  3.25962098e-07]), 'dist_end_effector': -4.253973100649764e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.65431935e-07]), 'dist_end_effector': -4.008589529404357e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  2.34655883e-07]), 'dist_end_effector': -3.38831855916957e-07, 'collision': False}
{'pos_end_effector': array([-1.99999963e+00,  1.43134769e-07]), 'dist_end_effector': -3.928441319177625e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  2.15511499e-07]), 'dist_end_effector': -4.4398202915317313e-07, 'collision': False}
{'pos_end_effector': array([-2.0564054 ,  0.03584753]), 'dist_end_effector': -0.06683273242343997, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.31203985e-07]), 'dist_end_effector': -4.268034439054042e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.67968138e-07]), 'dist_end_effector': -3.997959857008079e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-2.31845749, -2.09665297]), 'dist_end_effector': -2.1207000835592993, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  1.82719101e-07]), 'dist_end_effector': -4.013662406715795e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999963e+00,  2.00015661e-07]), 'dist_end_effector': -4.2230878131246193e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.27219670e-07]), 'dist_end_effector': -3.83847280202205e-07, 'collision': False}
{'pos_end_effector': array([-2.10668194,  0.17098013]), 'dist_end_effector': -0.2015322283984678, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.85002613e-07]), 'dist_end_effector': -4.3770608126652166e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.70998932943806e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999978e+00,  3.92783336e-07]), 'dist_end_effector': -4.4961747343163403e-07, 'collision': False}
{'pos_end_effector': array([-1.99999967e+00,  1.65174873e-07]), 'dist_end_effector': -3.6857791287735676e-07, 'collision': False}
{'pos_end_effector': array([-2.16854257,  0.24347011]), 'dist_end_effector': -0.2961153351228272, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999972e+00,  2.70535716e-07]), 'dist_end_effector': -3.8877738547879454e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.68182709e-07]), 'dist_end_effector': -4.1940095949575334e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.43230539e-07]), 'dist_end_effector': -4.0574377443505106e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.27219670e-07]), 'dist_end_effector': -3.83847280202205e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999968e+00,  2.77129988e-07]), 'dist_end_effector': -4.197794295939659e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999977e+00,  2.71609075e-07]), 'dist_end_effector': -3.590948172994666e-07, 'collision': False}
{'pos_end_effector': array([-2.05444713,  0.06724781]), 'dist_end_effector': -0.08652605819272893, 'collision': False}
{'pos_end_effector': array([-1.99999972e+00,  2.72475030e-07]), 'dist_end_effector': -3.9147219361059546e-07, 'collision': False}
{'pos_end_effector': array([-1.99999977e+00,  3.07301346e-07]), 'dist_end_effector': -3.835986743792893e-07, 'collision': False}
{'pos_end_effector': array([-1.99999978e+00,  3.90276014e-07]), 'dist_end_effector': -4.4760011481924603e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  1.76354244e-07]), 'dist_end_effector': -4.342035248179014e-07, 'collision': False}
{'pos_end_effector': array([-1.88528555, -0.11551371]), 'dist_end_effector': -0.16279687311394395, 'collision': False}
{'pos_end_effector': array([-1.99999971e+00,  2.74966833e-07]), 'dist_end_effector': -3.97064818163194e-07, 'collision': False}
{'pos_end_effector': array([ 0.54107404, -3.33404383]), 'dist_end_effector': -4.1920049497771, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.51013699e-07]), 'dist_end_effector': -4.1002112170893466e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.49183588e-07]), 'dist_end_effector': -4.062512096968691e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.46796092e-07]), 'dist_end_effector': -4.024661030317527e-07, 'collision': False}
{'pos_end_effector': array([-1.99999975e+00,  2.45423177e-07]), 'dist_end_effector': -3.483537056523837e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.70998932943806e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999971e+00,  2.44939041e-07]), 'dist_end_effector': -3.758304192911442e-07, 'collision': False}
{'pos_end_effector': array([-2.13371513, -0.124967  ]), 'dist_end_effector': -0.18302046218363557, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.45333944, -1.81594428]), 'dist_end_effector': -1.8964417721961722, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.52640452e-07]), 'dist_end_effector': -4.1861127694103967e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.36573929e-07]), 'dist_end_effector': -3.8294201704612875e-07, 'collision': False}
{'pos_end_effector': array([-1.99999981e+00,  3.59966954e-07]), 'dist_end_effector': -4.0513495000607305e-07, 'collision': False}
{'pos_end_effector': array([-1.42176754, -1.40661852]), 'dist_end_effector': -1.5208314957838194, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.72560804e-07]), 'dist_end_effector': -4.076554215080995e-07, 'collision': False}
{'pos_end_effector': array([-1.99999972e+00,  2.91060935e-07]), 'dist_end_effector': -4.021028364569294e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.62034558e-07]), 'dist_end_effector': -4.030841889806069e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-3.3764096 ,  0.35423785]), 'dist_end_effector': -1.4212627650860719, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.39132307e-07]), 'dist_end_effector': -4.01091593801179e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999966e+00,  2.71893570e-07]), 'dist_end_effector': -4.3324334821293466e-07, 'collision': False}
{'pos_end_effector': array([-1.30278745,  0.18963544]), 'dist_end_effector': -0.7225419956308555, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  1.44370365e-07]), 'dist_end_effector': -3.918389924917388e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.31203985e-07]), 'dist_end_effector': -4.268034439054042e-07, 'collision': False}
{'pos_end_effector': array([-1.99999969e+00,  2.00245232e-07]), 'dist_end_effector': -3.654768209718175e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  1.74028033e-07]), 'dist_end_effector': -3.6537413975524457e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.89322779e-07]), 'dist_end_effector': -4.178024316708543e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999966e+00,  2.46826686e-07]), 'dist_end_effector': -4.2325482802205777e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999964e+00,  2.31203985e-07]), 'dist_end_effector': -4.268034439054042e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  3.25371008e-07]), 'dist_end_effector': -4.1748286990191e-07, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.77129988e-07]), 'dist_end_effector': -4.197794295939659e-07, 'collision': False}
{'pos_end_effector': array([-1.99999967e+00,  2.30537612e-07]), 'dist_end_effector': -4.037039447464992e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.72121225e-07]), 'dist_end_effector': -4.0381228397087333e-07, 'collision': False}
{'pos_end_effector': array([-1.99999976e+00,  2.34655883e-07]), 'dist_end_effector': -3.38831855916957e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999963e+00,  2.00015661e-07]), 'dist_end_effector': -4.2230878131246193e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999981e+00,  3.59966954e-07]), 'dist_end_effector': -4.0513495000607305e-07, 'collision': False}
{'pos_end_effector': array([-1.27513155,  0.19327054]), 'dist_end_effector': -0.7501918224737991, 'collision': False}
{'pos_end_effector': array([-1.99999968e+00,  2.43230539e-07]), 'dist_end_effector': -4.0574377443505106e-07, 'collision': False}
{'pos_end_effector': array([-2.03826468, -0.08862896]), 'dist_end_effector': -0.09653641173399663, 'collision': False}
{'pos_end_effector': array([-2.16231408, -2.22842748]), 'dist_end_effector': -2.2343309744129916, 'collision': False}
{'pos_end_effector': array([-1.99999979e+00,  3.87153041e-07]), 'dist_end_effector': -4.400845495713251e-07, 'collision': False}
{'pos_end_effector': array([-1.99999960e+00,  1.76354244e-07]), 'dist_end_effector': -4.342035248179014e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999964e+00,  2.40810492e-07]), 'dist_end_effector': -4.3309801161945475e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.9999997e+00,  2.2991861e-07]), 'dist_end_effector': -3.781189932589921e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.31282036e-07]), 'dist_end_effector': -4.149911686269517e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.30893814e-07]), 'dist_end_effector': -3.7099893272412615e-07, 'collision': False}
{'pos_end_effector': array([-1.99999970e+00,  2.67968138e-07]), 'dist_end_effector': -3.997959857008079e-07, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999965e+00,  1.24988165e-07]), 'dist_end_effector': -3.706035194257537e-07, 'collision': False}
{'pos_end_effector': array([-1.99999974e+00,  2.69363043e-07]), 'dist_end_effector': -3.7545503997670713e-07, 'collision': False}
{'pos_end_effector': array([-1.99999961e+00,  1.03169509e-07]), 'dist_end_effector': -4.057748206781375e-07, 'collision': False}
