## Generation 0 
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999696e-01, -2.42576195e-05]), 'dist_end_effector': -1.000000304032399, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99997601e-01,  3.60392436e-04]), 'dist_end_effector': -1.0000024641602279, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-0.20174455,  0.26796324]), 'dist_end_effector': -1.8181108261356564, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999722e-01,  3.63122215e-04]), 'dist_end_effector': -1.0000003436289175, 'collision': False}
{'pos_end_effector': array([-9.99995433e-01,  3.84586679e-04]), 'dist_end_effector': -1.000004641113009, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999724e-01,  2.91638183e-04]), 'dist_end_effector': -1.0000003189612532, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999731e-01,  1.31906245e-04]), 'dist_end_effector': -1.000000277558269, 'collision': False}
{'pos_end_effector': array([-0.9697369 , -0.24415225]), 'dist_end_effector': -1.0587976067010962, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.97977682, -0.20009293]), 'dist_end_effector': -1.0396598106937258, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.64459126,  0.34336328]), 'dist_end_effector': -1.398224301426027, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.56399145, -0.82578021]), 'dist_end_effector': -1.6565124540369243, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-0.98849651,  0.15124299]), 'dist_end_effector': -1.0227481374124099, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([0.52965322, 0.77820448]), 'dist_end_effector': -2.646648378654045, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999865e-01,  3.71638691e-04]), 'dist_end_effector': -1.0000002036966067, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999866e-01,  9.30370352e-05]), 'dist_end_effector': -1.000000138096699, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99998533e-01,  4.09157497e-04]), 'dist_end_effector': -1.000001550391559, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-0.74268177,  0.11557161]), 'dist_end_effector': -1.2626186745244838, 'collision': False}
{'pos_end_effector': array([-9.99992274e-01,  3.93730383e-04]), 'dist_end_effector': -1.0000078037156264, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99998711e-01, -5.10922250e-05]), 'dist_end_effector': -1.0000012906471514, 'collision': False}
{'pos_end_effector': array([-9.99999665e-01,  2.11368764e-05]), 'dist_end_effector': -1.0000003354878504, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488018, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99985070e-01,  3.73934586e-04]), 'dist_end_effector': -1.0000149995515188, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-0.91821397,  0.07999058]), 'dist_end_effector': -1.084739370742658, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-0.99801165,  0.06302812]), 'dist_end_effector': -1.0039687257128496, 'collision': False}
{'pos_end_effector': array([0.76662251, 0.82314618]), 'dist_end_effector': -2.8864805146575465, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.9756302 ,  0.01264161]), 'dist_end_effector': -1.0244478056994868, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999923e-01,  3.70129828e-04]), 'dist_end_effector': -1.000000145248183, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.99998612, -0.00525051]), 'dist_end_effector': -1.0000276605092098, 'collision': False}
{'pos_end_effector': array([-9.99986577e-01,  4.26486654e-04]), 'dist_end_effector': -1.0000135140195814, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-0.9778001 ,  0.02355211]), 'dist_end_effector': -1.0224711915423388, 'collision': False}
{'pos_end_effector': array([-9.99999725e-01, -1.10150781e-05]), 'dist_end_effector': -1.0000002749724255, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488027, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999465e-01,  2.10773623e-04]), 'dist_end_effector': -1.0000005573833153, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999731e-01,  1.31906245e-04]), 'dist_end_effector': -1.000000277558269, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488027, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999677e-01,  1.13838503e-04]), 'dist_end_effector': -1.0000003295356026, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999780e-01,  2.40901653e-04]), 'dist_end_effector': -1.0000002485859525, 'collision': False}
{'pos_end_effector': array([-9.99999731e-01,  1.31906245e-04]), 'dist_end_effector': -1.000000277558269, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488031, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-0.94756813,  0.03639228]), 'dist_end_effector': -1.053060891288856, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99998696e-01,  4.13396003e-04]), 'dist_end_effector': -1.0000013895552238, 'collision': False}
{'pos_end_effector': array([-9.99988936e-01, -2.60453161e-05]), 'dist_end_effector': -1.0000110640154356, 'collision': False}
{'pos_end_effector': array([-9.99999718e-01, -1.90020094e-05]), 'dist_end_effector': -1.0000002820632246, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.65835478,  0.37083169]), 'dist_end_effector': -1.3919511663114903, 'collision': False}
{'pos_end_effector': array([-9.99999675e-01,  2.55720283e-05]), 'dist_end_effector': -1.0000003253458303, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([0.06570257, 1.29162485]), 'dist_end_effector': -2.436272126541249, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([0.29622373, 1.20827252]), 'dist_end_effector': -2.5947188453120944, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-0.80074136,  0.34342631]), 'dist_end_effector': -1.2474625908961279, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([ 0.03415757, -2.47445085]), 'dist_end_effector': -3.20323337006017, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999865e-01,  3.71638691e-04]), 'dist_end_effector': -1.0000002036966067, 'collision': False}
{'pos_end_effector': array([-9.99999784e-01,  1.19751604e-04]), 'dist_end_effector': -1.0000002230403826, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488027, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488018, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.30607976, -3.33483678]), 'dist_end_effector': -3.406267998689097, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.000000340448803, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999660e-01, -2.66224425e-05]), 'dist_end_effector': -1.0000003404488036, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
## Generation 45 
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.000000280274313, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.98216889,  0.18800038]), 'dist_end_effector': -1.035047978079977, 'collision': False}
{'pos_end_effector': array([-9.99989110e-01,  4.25782321e-04]), 'dist_end_effector': -1.0000109806473758, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([0.35293593, 0.48685087]), 'dist_end_effector': -2.4027757424783456, 'collision': False}
{'pos_end_effector': array([-1.01187865, -1.83240006]), 'dist_end_effector': -2.081843842922724, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.95415794, -0.92850269]), 'dist_end_effector': -1.3985359652859108, 'collision': False}
{'pos_end_effector': array([-9.99998312e-01,  3.93103255e-04]), 'dist_end_effector': -1.0000017650456585, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999835e-01,  2.32777773e-04]), 'dist_end_effector': -1.0000001921337036, 'collision': False}
{'pos_end_effector': array([-9.99999525e-01,  4.02043494e-04]), 'dist_end_effector': -1.0000005559900402, 'collision': False}
{'pos_end_effector': array([-9.99999842e-01,  2.28200630e-05]), 'dist_end_effector': -1.0000001584211022, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999725e-01, -1.10150781e-05]), 'dist_end_effector': -1.0000002749724255, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99995547e-01,  3.20684877e-04]), 'dist_end_effector': -1.0000045041867411, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.97692439,  0.10509019]), 'dist_end_effector': -1.0284588684772367, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999725e-01, -1.10150781e-05]), 'dist_end_effector': -1.0000002749724255, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.99962768,  0.02728531]), 'dist_end_effector': -1.0007443581295956, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-9.99999725e-01, -1.10150781e-05]), 'dist_end_effector': -1.0000002749724255, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363404, 'collision': False}
{'pos_end_effector': array([-9.99999784e-01,  1.19751604e-04]), 'dist_end_effector': -1.0000002230403826, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743129, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
{'pos_end_effector': array([-9.99999844e-01,  3.54532833e-04]), 'dist_end_effector': -1.0000002185363397, 'collision': False}
{'pos_end_effector': array([-0.96932049,  0.13461856]), 'dist_end_effector': -1.0394336917089597, 'collision': False}
{'pos_end_effector': array([-9.99999808e-01,  4.20181853e-04]), 'dist_end_effector': -1.0000002802743122, 'collision': False}
