## Generation 0 
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.51862068, -1.28108029]), 'dist_end_effector': -1.368536719523784, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.7787781 ,  0.30656396]), 'dist_end_effector': -1.259112542810248, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.99928858,  0.0377139 ]), 'dist_end_effector': -1.0014218307517717, 'collision': False}
{'pos_end_effector': array([-0.74485111,  0.3480896 ]), 'dist_end_effector': -1.302522589773715, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.50497878,  0.25518116]), 'dist_end_effector': -1.5166429646811759, 'collision': False}
{'pos_end_effector': array([-0.90317856,  0.09298372]), 'dist_end_effector': -1.1007557583435341, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([0.88473979, 0.27369296]), 'dist_end_effector': -2.897694171246506, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.87271784,  0.4123871 ]), 'dist_end_effector': -1.2003450336857724, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-0.09872151,  0.4967836 ]), 'dist_end_effector': -1.9651091178024125, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559039, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-1.50815106, -1.25576168]), 'dist_end_effector': -1.3486485004646016, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.63406993,  0.12014344]), 'dist_end_effector': -1.3712036358046062, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.99966414,  0.02591556]), 'dist_end_effector': -1.0006715011525982, 'collision': False}
{'pos_end_effector': array([-0.01763058,  0.79481115]), 'dist_end_effector': -2.1357699507528993, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-0.65803569,  0.29557557]), 'dist_end_effector': -1.3741299566239706, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.79374459,  0.12844642]), 'dist_end_effector': -1.2130748543566399, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
## Generation 100 
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-0.98197287, -0.82361451]), 'dist_end_effector': -1.3094732121522068, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-0.8630567 ,  0.43427903]), 'dist_end_effector': -1.2170613585347063, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-0.85171884,  0.17865601]), 'dist_end_effector': -1.16209620412412, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-0.7257589 ,  0.12192411]), 'dist_end_effector': -1.2800608822732982, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590358, 'collision': False}
{'pos_end_effector': array([-0.9965695 , -0.08276006]), 'dist_end_effector': -1.006837617452374, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-0.99999492, -0.00318707]), 'dist_end_effector': -1.0000101548674816, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
