## Generation 0 
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-1.91404634, -0.06723334]), 'dist_end_effector': -0.10912540731244852, 'collision': False}
{'pos_end_effector': array([-2.00322385e+00, -3.77657748e-06]), 'dist_end_effector': -0.003223851577774745, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854715278800166e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854715278800166e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-1.98772785, -0.03017414]), 'dist_end_effector': -0.03257428978142718, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.285470591119917e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694591e-10]), 'dist_end_effector': -4.2854693945315653e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-1.7574687 , -0.19389117]), 'dist_end_effector': -0.3105079993467163, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.2854726410461033e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.05862982,  0.06764365]), 'dist_end_effector': -0.08951602618092622, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-1.78556487, -0.56858879]), 'dist_end_effector': -0.6076805384158319, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695479e-10]), 'dist_end_effector': -4.285472807892029e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854715278800166e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695702e-10]), 'dist_end_effector': -4.285473661234597e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-1.81018312, -0.14781268]), 'dist_end_effector': -0.24058062147902065, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.06180897e+00, -1.06388823e-03]), 'dist_end_effector': -0.06181812964852861, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854715278800166e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-1.79149594, -0.17980815]), 'dist_end_effector': -0.2753269208429532, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-3.80586405, -0.18261615]), 'dist_end_effector': -1.8150740040897981, 'collision': False}
{'pos_end_effector': array([-2.84647899,  0.40434608]), 'dist_end_effector': -0.9380951068449992, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  9.55918789e-10]), 'dist_end_effector': -9.58583836391256e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-1.78805535, -0.70801575]), 'dist_end_effector': -0.7390580723527355, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-1.93332325, -0.04890079]), 'dist_end_effector': -0.08268661718712263, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.93136799, -0.05038206]), 'dist_end_effector': -0.08513932392284894, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.3541635, -0.2229623]), 'dist_end_effector': -0.4185020554068433, 'collision': False}
{'pos_end_effector': array([-2.10910172, -0.12493393]), 'dist_end_effector': -0.16586643079311444, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694702e-10]), 'dist_end_effector': -4.2854698212007655e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854715278800166e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-1.82988783,  0.35453404]), 'dist_end_effector': -0.3932334333025013, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.55216812,  0.7448107 ]), 'dist_end_effector': -0.9271637467558133, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.285466491268054e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694813e-10]), 'dist_end_effector': -4.285457948322578e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
## Generation 57 
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695702e-10]), 'dist_end_effector': -4.2854654615420264e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-1.97613784, -0.01780306]), 'dist_end_effector': -0.029771660535305826, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64693814e-10]), 'dist_end_effector': -4.2854561582213935e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469559e-10]), 'dist_end_effector': -4.2854670847928956e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285472891327501e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64697034e-10]), 'dist_end_effector': -4.2854623819477647e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.285470591119917e-10, 'collision': False}
{'pos_end_effector': array([-1.97875558, -0.00543957]), 'dist_end_effector': -0.021929759133865745, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64693925e-10]), 'dist_end_effector': -4.285468884448346e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64697034e-10]), 'dist_end_effector': -4.2854623819477647e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694591e-10]), 'dist_end_effector': -4.2854693945315653e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.70477585,  0.36041178]), 'dist_end_effector': -0.7915842646789151, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854658047783106e-10, 'collision': False}
{'pos_end_effector': array([-2.06371727, -0.18478229]), 'dist_end_effector': -0.19545942645235298, 'collision': False}
{'pos_end_effector': array([-1.97238843e+00, -2.00714371e-04]), 'dist_end_effector': -0.027612299458480163, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694702e-10]), 'dist_end_effector': -4.2854698212007655e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.2854626417161247e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285471268077681e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-1.79065631, -0.50718757]), 'dist_end_effector': -0.5486929993455625, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.2854648680114953e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.04162556e-09]), 'dist_end_effector': -1.0964379546745082e-09, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695702e-10]), 'dist_end_effector': -4.2854675114649144e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.285466491268054e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694813e-10]), 'dist_end_effector': -4.285457948322578e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694369e-10]), 'dist_end_effector': -4.285470591119917e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-3.04112301,  0.27947952]), 'dist_end_effector': -1.0779823341912615, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695035e-10]), 'dist_end_effector': -4.285467001360762e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.2854648680114953e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696257e-10]), 'dist_end_effector': -4.285467594906817e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854658047783106e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.16522492,  0.31229203]), 'dist_end_effector': -0.35330664582821725, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285471268077681e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.285470841404886e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-2.00000000e+00,  1.64696812e-10]), 'dist_end_effector': -4.2854676783570593e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-1.96956834, -0.04053191]), 'dist_end_effector': -0.05068453532874131, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.2677598 ,  0.16786706]), 'dist_end_effector': -0.31602952307863885, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694591e-10]), 'dist_end_effector': -4.2854693945315653e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469559e-10]), 'dist_end_effector': -4.2854670847928956e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694702e-10]), 'dist_end_effector': -4.2854698212007655e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854674280313507e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64694702e-10]), 'dist_end_effector': -4.2854698212007655e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.48357346,  0.68546808]), 'dist_end_effector': -0.8388741146594602, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.285463754854607e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696035e-10]), 'dist_end_effector': -4.2854626417161247e-10, 'collision': False}
{'pos_end_effector': array([-1.94787248e+00, -7.28854711e-04]), 'dist_end_effector': -0.05213261330002957, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285463068389736e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.61938655, -1.09879601]), 'dist_end_effector': -1.261345456680615, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854719545504425e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.0000000e+00,  1.6469448e-10]), 'dist_end_effector': -4.285471017788423e-10, 'collision': False}
{'pos_end_effector': array([-3.26732132,  0.48754807]), 'dist_end_effector': -1.3578683442821873, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64696146e-10]), 'dist_end_effector': -4.285467168233369e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695479e-10]), 'dist_end_effector': -4.285468708044588e-10, 'collision': False}
{'pos_end_effector': array([-1.34596519, -1.43999074]), 'dist_end_effector': -1.5815608934847192, 'collision': False}
{'pos_end_effector': array([-3.53450364,  0.31691082]), 'dist_end_effector': -1.5668866858475174, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  3.66160768e-10]), 'dist_end_effector': -3.923169068816439e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-5.31688054, -2.58478038]), 'dist_end_effector': -4.205090507029495, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695146e-10]), 'dist_end_effector': -4.2854756277293624e-10, 'collision': False}
{'pos_end_effector': array([-2.00000000e+00,  1.64695257e-10]), 'dist_end_effector': -4.2854678547021845e-10, 'collision': False}
